Date,Time,Project,Task,Division,Details
2023-08-23,0.5,Japan,Linguistics,Abstract,Japanese.
2023-08-23,0.5,Doodle,Research,Visual,3D rendering.
2023-08-22,0.5,Japan,Linguistics,Abstract,Japanese.
2023-08-22,1.0,Study,Research,Abstract,Platformer game design.
2023-08-22,0.5,Doodle,Research,Visual,3D rendering.
2023-08-21,1.0,Study,Research,Abstract,Platformer game design.
2023-08-21,0.0,Various,Event,None,Japan trip.
2023-08-20,2.5,Time Breaker,2D,Visual,Color correction and grading.
2023-08-20,1.0,Time Breaker,Research,Visual,Color correction and grading.
2023-08-19,1.0,Time Breaker,3D,Visual,"Rendering, hair simulation."
2023-08-19,1.5,Time Breaker,2D,Visual,Impact frame illustration.
2023-08-19,1.0,Time Breaker,Research,Visual,Color correction and grading.
2023-08-18,4.0,Time Breaker,3D,Visual,"Rendering, small adjustments, scene optimization."
2023-08-17,4.0,Time Breaker,3D,Visual,"Rendering, small adjustments, animation, scene optimization."
2023-08-16,5.0,Time Breaker,3D,Visual,Tweaking character animation.
2023-08-16,0.5,Kabam,Design,Abstract,Meetings.
2023-08-16,1.0,Kabam,Development,Code,VFX debugging.
2023-08-15,9.0,Time Breaker,3D,Visual,Environment and lighting.
2023-08-15,1.5,Kabam,3D,Visual,"Shader testing, pipeline design, rigging."
2023-08-14,8.5,Time Breaker,3D,Visual,Environment and VFX.
2023-08-13,7.5,Time Breaker,3D,Visual,"Modeling, texturing, lighting."
2023-08-12,3.5,Time Breaker,3D,Visual,Clothes design and animation.
2023-08-11,4.5,Time Breaker,3D,Visual,Clothes design and animation.
2023-08-10,9.0,Time Breaker,3D,Visual,"Rigging, animation, scene management, clothing design."
2023-08-09,10.0,Time Breaker,3D,Visual,Rigging and animation.
2023-08-09,0.5,Kabam,Design,Abstract,Meetings.
2023-08-08,9.0,Time Breaker,3D,Visual,"Texturing, hair, grooming, lighting."
2023-08-07,8.0,Time Breaker,3D,Visual,"Hair, grooming."
2023-08-07,0.5,Kabam,Design,Abstract,Art management.
2023-08-06,11.5,Time Breaker,3D,Visual,"Retopology, modeling, rigging, animation."
2023-08-05,7.0,Time Breaker,3D,Visual,"Sculpting, retopology."
2023-08-04,6.0,Time Breaker,3D,Visual,"Environment, sculpting."
2023-08-04,0.5,Kabam,Development,Code,Shader help.
2023-08-03,7.0,Time Breaker,3D,Visual,"Environment, sculpting."
2023-08-03,1.0,Time Breaker,2D,Visual,Concept art.
2023-08-03,1.0,Kabam,Development,Code,Shader help.
2023-08-02,5.5,Time Breaker,3D,Visual,"Rigigng, animation, environment, lighting, special effects."
2023-08-02,2.0,Kabam,Development,Code,Debugging.
2023-08-01,4.5,Time Breaker,3D,Visual,Texturing.
2023-08-01,3.0,Kabam,3D,Visual,Modeling and texturing pipeline.
2023-08-01,1.0,Kabam,Design,Abstract,Meetings.
2023-08-01,2.0,Kabam,Development,Code,Debugging.
2023-07-31,9.0,Time Breaker,3D,Visual,"Sheathe modeling, character and helmet modeling, arm texturing, animation."
2023-07-31,1.0,Kabam,Design,Abstract,Meetings and task management.
2023-07-30,5.0,Time Breaker,3D,Visual,Sword and sheathe parametric modeling.
2023-07-30,1.0,Sports,Performance,Abstract,Stand-up paddling.
2023-07-29,1.0,Time Breaker,2D,Visual,Concept art.
2023-07-29,5.0,Time Breaker,Design,Visual,"Mood board, brainstorm, resources."
2023-07-28,1.0,Study,Research,Abstract,"Urban design, game design."
2023-07-28,1.5,Kabam,Development,Code,"Shader development, stylized rendering."
2023-07-27,0.5,Architects of Souls,Performance,Audio,Guitar.
2023-07-27,0.5,Architects of Souls,Composition,Audio,Song composition.
2023-07-27,1.0,Study,Research,Abstract,Vocals.
2023-07-27,0.5,Kabam,Design,Abstract,Meetings.
2023-07-27,0.5,Kabam,Performance,Abstract,Presentation.
2023-07-27,1.5,Kabam,Writing,Abstract,Photoshop tool development presentation writing.
2023-07-26,0.5,Study,Research,Abstract,Game design.
2023-07-26,5.0,Kabam,Development,Code,"Shader development, stylized rendering."
2023-07-26,1.0,Kabam,Design,Code,Engineer meeting.
2023-07-25,2.0,Rig,Research,Abstract,Data organization.
2023-07-25,1.0,Study,Research,Abstract,Psychology.
2023-07-25,1.0,Kabam,Design,Abstract,Meetings.
2023-07-24,3.0,Kabam,Development,Code,"Shader development, stylized rendering."
2023-07-24,0.5,Kabam,Design,Abstract,Meetings.
2023-07-23,1.0,CAT,Design,Abstract,Game design.
2023-07-23,0.5,V-OS,Writing,Abstract,Site cleanup.
2023-07-23,1.5,Fluctuations,3D,Visual,Storyboarding.
2023-07-22,1.0,V-OS,Writing,Abstract,Portfolio updates and site cleanup.
2023-07-21,2.0,Study,Research,Abstract,"Game design, fashion."
2023-07-20,2.0,V-OS,Writing,Abstract,Phrasing fixes and project documentation.
2023-07-20,2.5,Off,Development,Visual,Point cloud audio visualization.
2023-07-19,1.0,Study,Research,Abstract,"Game design, urban design."
2023-07-19,6.0,Off,Development,Visual,Point cloud audio visualization.
2023-07-19,0.5,Kabam,Design,Abstract,Tool usage talks.
2023-07-18,2.0,Kabam,Development,Code,Shader programming.
2023-07-18,3.0,Kabam,Design,Abstract,"Art meetings, character design research."
2023-07-17,0.5,Rig,Design,Abstract,Notes organization.
2023-07-17,1.5,Fluctuations,3D,Visual,Animation blendshapes.
2023-07-17,2.0,Study,Research,Abstract,"Game design, climate change."
2023-07-16,1.5,Rig,Design,Abstract,Notes organization and centralization.
2023-07-16,1.0,Study,Research,Abstract,Game design.
2023-07-15,1.0,Study,Research,Abstract,Project management.
2023-07-15,1.5,Furo,Writing,Abstract,Lore development.
2023-07-14,2.0,Rig,Design,Abstract,Note-taking system.
2023-07-14,4.0,Fluctuations,3D,Visual,Character rendering and debugging.
2023-07-13,3.0,Fluctuations,3D,Visual,Character rendering and debugging.
2023-07-12,1.0,Kabam,Design,Visual,Character art meetings.
2023-07-12,0.5,Doodle,Research,Visual,Animation and NPR.
2023-07-11,2.0,Study,Research,Abstract,"World generation, game design."
2023-07-11,4.0,Kabam,Development,Code,Photoshop tool development.
2023-07-10,1.0,Doodle,3D,Visual,Animation and NPR.
2023-07-10,1.0,Study,Research,Abstract,Game design.
2023-07-10,4.0,Kabam,Development,Code,Photoshop tool development.
2023-07-10,1.0,Kabam,Design,Abstract,Meetings.
2023-07-10,0.5,Fluctuations,3D,Visual,Desert environment.
2023-07-10,0.5,Kabam,Development,Code,Asset management.
2023-07-09,1.0,Doodle,Research,Visual,Animation and NPR.
2023-07-09,1.5,Study,Research,Abstract,"Game design, storytelling."
2023-07-08,1.0,Study,Research,Abstract,Game design.
2023-07-07,1.0,Study,Research,Abstract,Game design.
2023-07-07,0.5,Kabam,Development,Code,Debugging.
2023-07-06,1.0,Study,Research,Abstract,Game design.
2023-07-06,2.5,Kabam,Development,Code,Debugging.
2023-07-06,2.0,Kabam,Design,Abstract,Meetings.
2023-07-05,1.0,Kabam,Development,Code,Debugging.
2023-07-04,0.5,Kabam,Design,Abstract,Meetings.
2023-07-04,1.0,Kabam,Development,Code,Debugging.
2023-07-04,2.0,Study,Design,Abstract,Game design.
2023-07-03,2.5,Fluctuations,3D,Visual,Desert environment.
2023-07-03,2.0,Study,Design,Abstract,Game design.
2023-07-02,3.0,Fluctuations,3D,Visual,Texturing and scene management.
2023-07-01,3.0,Fluctuations,3D,Visual,Texturing.
2023-06-30,1.0,Jam,Research,Audio,DJing.
2023-06-30,7.0,Fluctuations,3D,Visual,"Clothing production, asset management."
2023-06-29,1.0,Study,Research,Abstract,Sandbox game design.
2023-06-29,1.0,Kabam,3D,Visual,Animation retargeting pipeline.
2023-06-29,0.5,Kabam,Design,Abstract,Meetings.
2023-06-29,0.5,Chroniqueur,Development,Code,Tech support.
2023-06-28,5.0,Fluctuations,3D,Visual,"Clothing sim proxy modeling, clothes production."
2023-06-27,1.0,Study,Research,Abstract,Game design.
2023-06-27,5.0,Fluctuations,3D,Visual,"Posing, texturing, and clothing sim proxy modeling."
2023-06-26,5.0,Fluctuations,3D,Visual,Skinning and posing.
2023-06-26,1.0,Tinker,Design,Code,UE5 and Blender assistance.
2023-06-25,3.0,Study,Research,Abstract,"Game design, map design."
2023-06-24,4.0,Fluctuations,3D,Visual,Skinning and fabric simulation.
2023-06-23,0.5,Kabam,Maintenance,Code,Tech support.
2023-06-23,1.0,Tripe C,Development,Code,Card grabbing and playing systems.
2023-06-22,2.0,Study,Research,Abstract,Game design.
2023-06-22,1.0,Kabam,Design,Abstract,Meetings.
2023-06-21,0.5,Kabam,Research,Code,Shader learning.
2023-06-21,0.5,V-OS,2D,Visual,Professional sector icon.
2023-06-21,0.5,Kabam,3D,Visual,Task delegation.
2023-06-21,1.0,Study,Writing,Abstract,Job application.
2023-06-21,0.5,Full_Body,Development,Code,"Test adding presets, cleanup."
2023-06-20,3.0,V-OS,Writing,Abstract,Portfolio updates and site cleanup.
2023-06-20,2.0,Kabam,Design,Code,"Shader research, debugging."
2023-06-20,1.5,Study,Research,Abstract,Roleplay mapping tool research.
2023-06-19,1.5,Study,Research,Abstract,Roleplay game design.
2023-06-19,2.0,Kabam,Design,Code,"Shader research, merging and debugging."
2023-06-19,1.5,Kabam,Writing,Abstract,Performance review.
2023-06-18,1.5,Study,Research,Abstract,"Game design, fitness."
2023-06-18,2.0,Tripe C,Development,Code,Card game foundations development.
2023-06-17,1.5,Study,Research,Abstract,"Game design, fitness."
2023-06-16,2.0,Kabam,Development,Code,File management automation.
2023-06-16,1.5,Kabam,Design,Abstract,Meetings.
2023-06-16,1.5,Study,Research,Abstract,"Game design, fitness."
2023-06-15,1.5,Kabam,3D,Visual,Morphing system tweaking.
2023-06-15,2.5,Kabam,Design,Abstract,Meetings.
2023-06-15,1.5,Study,Research,Abstract,"Game design, fitness."
2023-06-14,2.0,Full_Body,Development,Code,Remove built-in movement database.
2023-06-14,2.0,Tinker,Development,Code,Coding challenges.
2023-06-14,1.5,Study,Research,Abstract,"Game design, fitness."
2023-06-14,1.5,Kabam,Design,Visual,Morphing system design and communication.
2023-06-13,2.5,Tripe C,Development,Code,Card game foundations.
2023-06-13,1.5,Kabam,Development,Code,Debugging.
2023-06-13,1.0,Kabam,Design,Visual,Morphing system design and communication.
2023-06-13,2.0,Study,Research,Abstract,"Psychology, game design, fitness."
2023-06-12,2.0,Kabam,Development,Code,Morphing system integration.
2023-06-11,3.0,Study,Research,Abstract,"Fitness, game design."
2023-06-10,1.5,Study,Research,Abstract,Game design.
2023-06-09,1.0,Kabam,Design,Abstract,"Art process review, meetings."
2023-06-09,0.5,Study,Research,Abstract,Game design.
2023-06-09,2.5,R001N,Development,Code,Procedural animation.
2023-06-08,4.5,R001N,Development,Code,Procedural animation.
2023-06-08,1.0,Kabam,Design,Abstract,Meetings.
2023-06-08,1.0,Study,Research,Abstract,Piracy.
2023-06-07,2.5,Study,Research,Abstract,"Game design, fitness."
2023-06-06,2.0,Kabam,Design,Abstract,Meetings.
2023-06-06,3.5,Kabam,3D,Visual,VFX system and production.
2023-06-05,2.0,Study,Research,Abstract,"Game design, fitness."
2023-06-05,3.5,Kabam,Design,Abstract,Meetings and prototyping.
2023-06-05,1.0,Kabam,3D,Visual,VFX system.
2023-06-04,2.0,Study,Research,Abstract,"Game design, fitness."
2023-06-03,3.0,Sports,Performance,Abstract,Canoeing and kayaking.
2023-06-02,0.5,Study,Research,Abstract,Game design.
2023-06-01,2.0,Extension,Photography,Visual,Editing.
2023-06-01,3.0,Kabam,Design,Abstract,Meetings.
2023-06-01,1.0,Kabam,Development,Code,VFX system.
2023-05-31,2.0,Study,Research,Abstract,"Game design, fitness, 3D art production."
2023-05-31,1.5,Extension,Photography,Visual,Editing.
2023-05-31,1.0,R001N,3D,Visual,Procedural animation.
2023-05-31,2.0,Kabam,Development,Code,VFX system.
2023-05-31,2.0,Kabam,3D,Visual,VFX production.
2023-05-31,1.0,Kabam,Design,Abstract,Meetings.
2023-05-30,1.0,Study,Research,Abstract,Game industry.
2023-05-30,1.0,Extension,Photography,Visual,Recording.
2023-05-30,2.5,Kabam,3D,Visual,VFX production.
2023-05-29,1.0,Rig,Maintenance,Abstract,PC cleaning.
2023-05-29,1.0,DISCONNECT - RECONNECT,Performance,Audio,Vocals and guitar.
2023-05-29,1.0,DISCONNECT - RECONNECT,Composition,Audio,Composition and mixing.
2023-05-29,1.5,Kabam,3D,Visual,VFX asset tracking and production.
2023-05-29,0.5,Kabam,Design,Abstract,Meetings.
2023-05-28,1.0,Study,Research,Abstract,"Game design, fitness."
2023-05-28,0.5,Sanea Ima,Development,Code,Debugging.
2023-05-27,0.5,Sports,Performance,Abstract,Dance.
2023-05-26,1.5,Kabam,Design,Abstract,Meetings.
2023-05-26,0.5,Sanea Ima,Development,Code,Site updates.
2023-05-26,0.5,Invictus,Development,Code,Baseball glove integration.
2023-05-25,0.5,Kabam,Research,Code,VFX asset tracking and work planning.
2023-05-25,0.5,Kabam,Research,Abstract,Body morphing system search.
2023-05-25,3.5,Kabam,Design,Abstract,Meetings and body morphing system design.
2023-05-24,1.0,Invictus,Development,Code,Baseball glove integration.
2023-05-24,1.0,Study,Research,Abstract,Game design.
2023-05-24,2.0,Kabam,Design,Abstract,Meetings.
2023-05-23,1.0,Study,Research,Abstract,"Game design, fitness."
2023-05-23,0.5,Jam,Composition,Audio,Composition.
2023-05-23,0.5,Jam,Performance,Audio,Guitar.
2023-05-23,3.0,Invictus,Development,Code,Baseball glove integration.
2023-05-23,1.0,Kabam,Research,Code,Body morphing system search.
2023-05-23,2.0,Kabam,Design,Abstract,Meetings.
2023-05-22,1.0,Invictus,Development,Code,Baseball glove integration.
2023-05-22,2.0,Study,Research,Abstract,"Game design, linguistics."
2023-05-21,2.0,Study,Research,Abstract,"Game design, linguistics."
2023-05-20,1.5,Study,Research,Abstract,Game design.
2023-05-19,0.5,Kabam,Design,Abstract,Meetings.
2023-05-19,7.0,Invictus,Development,Code,Baseball glove integration.
2023-05-18,2.0,Study,Research,Abstract,"Game design, nuclear history."
2023-05-18,2.0,Kabam,Development,Code,"Code support, camera system development."
2023-05-17,2.0,Study,Research,Abstract,"Game design, nuclear history."
2023-05-17,1.0,Kabam,Development,Code,Debugging.
2023-05-17,1.0,Kabam,Design,Abstract,Meetings.
2023-05-17,1.0,Invictus,3D,Visual,Asset refinement.
2023-05-16,2.0,Kabam,3D,Visual,Body morphing system development.
2023-05-16,3.0,Study,Research,Abstract,"Game design, nuclear history."
2023-05-15,2.0,Study,Research,Abstract,Game design.
2023-05-15,0.5,Kabam,Design,Abstract,Meetings.
2023-05-15,0.5,Invictus,3D,Visual,Asset refinement.
2023-05-14,2.0,Study,Research,Abstract,Game design.
2023-05-13,2.0,Study,Research,Abstract,Game design.
2023-05-12,2.0,Kabam,Design,Abstract,"Shader design, character customization system development."
2023-05-12,2.0,Kabam,Development,Code,"Code support, debugging."
2023-05-11,1.0,Kabam,Development,Code,Debugging.
2023-05-11,1.0,Esquisse d'une Sandbox,Development,Code,Audio reactive system development.
2023-05-10,1.0,Kabam,Maintenance,Abstract,Debugging and ticket management.
2023-05-09,1.0,Study,Research,Abstract,Game design.
2023-05-09,1.5,Kabam,Design,Abstract,Meetings.
2023-05-09,4.0,Kabam,Development,Code,"Code support, debugging."
2023-05-08,1.0,Kabam,Development,Code,Code support.
2023-05-08,1.5,Kabam,Design,Abstract,Meetings.
2023-05-08,1.5,Study,Research,Abstract,Game design.
2023-05-07,2.0,Study,Research,Abstract,Game design.
2023-05-06,1.0,Study,Research,Abstract,Storytelling.
2023-05-05,4.0,Esquisse d'une Sandbox,Development,Code,Audio reactive system development.
2023-05-05,2.0,Study,Research,Abstract,"Game design, VFX."
2023-05-04,1.5,Kabam,Development,Code,Code support.
2023-05-04,2.5,Kabam,Design,Abstract,Meetings.
2023-05-03,2.5,Study,Research,Abstract,Game design.
2023-05-03,2.0,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-05-02,1.5,Kabam,Design,Visual,"Shader design, art support."
2023-05-02,2.0,Study,Research,Abstract,Game design.
2023-05-01,1.5,Kabam,Design,Visual,Shader design.
2023-05-01,2.0,Study,Research,Abstract,Game design.
2023-04-30,2.0,Study,Research,Abstract,Game design.
2023-04-29,2.0,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-28,1.5,Kabam,Design,Visual,Shader design.
2023-04-28,2.0,Kabam,3D,Visual,"Animation retargeting, procedural modeling."
2023-04-27,2.0,Study,Research,Abstract,Game design.
2023-04-27,2.0,Kabam,Design,Abstract,Art pipeline.
2023-04-26,2.0,Study,Research,Abstract,Game design.
2023-04-26,1.0,Kabam,Design,Abstract,Art pipeline.
2023-04-26,2.0,Study,Research,Abstract,Game design.
2023-04-25,1.5,Kabam,Design,Abstract,Art pipeline.
2023-04-25,4.0,Kabam,3D,Visual,Animation retargeting.
2023-04-24,1.0,Doodle,Research,Visual,3D art.
2023-04-24,1.5,Study,Research,Abstract,Game design.
2023-04-24,1.5,Jam,Composition,Audio,Song transposing and study.
2023-04-23,1.5,Jam,Composition,Audio,Audio study.
2023-04-23,1.0,Study,Research,Abstract,Game design.
2023-04-22,1.0,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-21,4.0,Study,Research,Abstract,"Game design, psychology."
2023-04-20,2.0,Study,Research,Abstract,"Game design, nature."
2023-04-20,0.5,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-20,2.0,Kabam,Design,Abstract,Meetings.
2023-04-20,1.5,Kabam,3D,Visual,Mesh deformation prototyping.
2023-04-19,1.5,Kabam,3D,Visual,Mesh deformation prototyping.
2023-04-19,0.5,Kabam,Development,Code,Git debugging.
2023-04-19,1.0,Kabam,Design,Abstract,Meetings.
2023-04-19,6.0,Sanea Ima,Development,Code,Site design.
2023-04-18,1.0,Study,Research,Abstract,"Game design, fitness."
2023-04-18,0.5,Furo,Research,Abstract,Philosophic study.
2023-04-18,1.5,Kabam,Research,Code,Git workshop.
2023-04-18,0.5,Invictus,3D,Visual,Art review.
2023-04-17,0.5,Invictus,3D,Visual,Art review.
2023-04-17,3.5,Study,Research,Abstract,"Game design, climbing."
2023-04-17,0.5,Rig,Maintenance,Code,Backup and cleaning.
2023-04-17,0.5,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-17,2.0,Kabam,Research,Visual,Mesh deformation research.
2023-04-17,0.5,Kabam,Design,Abstract,Meeting.
2023-04-16,1.5,Sports,Performance,Abstract,Climbing.
2023-04-16,3.0,Study,Research,Abstract,"AI, simulation theory, quantum mechanics, game design."
2023-04-15,2.5,Study,Research,Abstract,"AI, simulation theory, game design, climbing."
2023-04-14,3.5,Study,Research,Abstract,"AI, simulation theory, game design, climbing."
2023-04-14,0.5,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-13,1.5,Furo,Writing,Abstract,Writing.
2023-04-13,1.5,Kabam,Design,Abstract,Meetings.
2023-04-13,3.0,Study,Research,Abstract,"Biology and neuroscience, game design, AI."
2023-04-13,2.0,Kabam,Research,Visual,Body morphing.
2023-04-12,2.0,Tinker,Development,Code,Code help.
2023-04-12,3.0,Study,Research,Abstract,"Biology and neuroscience, game design."
2023-04-12,1.5,Kabam,Research,Visual,Body morphing.
2023-04-12,1.0,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-11,1.5,V-OS,Development,Code,Update to new PHP and Apache versions.
2023-04-11,3.0,Study,Research,Abstract,"Theoretical physics, game design."
2023-04-11,0.5,36 Days of Type,3D,Visual,"Generation, lighting, rendering."
2023-04-11,3.5,Kabam,Research,Visual,Body morphing.
2023-04-10,4.0,Study,Research,Abstract,"Game design, fitness, theoretical physics."
2023-04-10,2.5,36 Days of Type,3D,Visual,"Modeling, material, lighting, rendering."
2023-04-10,1.0,Kabam,Design,Visual,Body morphing.
2023-04-09,1.5,Furo,Writing,Abstract,Writing.
2023-04-09,5.0,Study,Research,Abstract,"Theoretical physics, game design, combat sports."
2023-04-08,2.0,Study,Research,Abstract,"Insects, AI."
2023-04-08,1.0,36 Days of Type,3D,Visual,"Modeling, material, lighting, rendering."
2023-04-07,2.0,Study,Research,Abstract,Game design.
2023-04-06,3.5,Kabam,Design,Abstract,Team research.
2023-04-05,1.5,Study,Research,Abstract,Storytelling.
2023-04-05,1.5,Kabam,Design,Visual,"Meetings, art styles."
2023-04-05,1.0,Jam,Performance,Audio,"Composition, guitar, melodica."
2023-04-04,1.0,Sanea Ima,Design,Visual,Website improvements.
2023-04-04,2.0,Study,Research,Abstract,"Game design, writing."
2023-04-03,0.5,Kabam,Design,Visual,"Meetings, art styles."
2023-04-02,3.0,Study,Research,Abstract,"Game design, writing."
2023-04-01,0.5,Kabam,Design,Visual,"Meetings, art styles."
2023-04-01,1.0,Study,Research,Abstract,"Game design, writing."
2023-03-31,4.0,Study,Research,Abstract,"Psychology, game design."
2023-03-31,2.0,Kabam,Design,Visual,"Meetings, equipment system."
2023-03-30,3.0,Kabam,Design,Visual,"Meetings, equipment system, art styles."
2023-03-29,3.0,Extension,Photography,Visual,Filming and editing.
2023-03-29,1.5,Kabam,Design,Visual,Meetings.
2023-03-29,0.5,Qurotema,Development,Code,Gameplay programming.
2023-03-29,1.0,Qurotema,2D,Visual,Text graphics correction.
2023-03-28,8.5,Qurotema,Development,Code,Gameplay programming.
2023-03-28,0.5,Sanea Ima,Design,Visual,Web design.
2023-03-27,5.0,Qurotema,Development,Code,Gameplay programming.
2023-03-27,1.0,Kabam,Design,Abstract,Meetings.
2023-03-26,1.0,Qurotema,Development,Code,Gameplay programming.
2023-03-26,3.0,Qurotema,3D,Visual,Level design.
2023-03-26,2.5,Qurotema,Research,Audio,Audio rework.
2023-03-25,1.0,Study,Research,Abstract,AI.
2023-03-25,1.5,Sports,Performance,Abstract,Skating.
2023-03-24,1.0,Study,Research,Abstract,AI.
2023-03-24,5.0,Qurotema,Development,Code,Shader rework.
2023-03-23,1.0,Study,Research,Abstract,AI.
2023-03-23,4.0,Qurotema,Development,Code,Shader rework.
2023-03-22,1.0,Study,Research,Abstract,AI.
2023-03-21,1.0,Study,Research,Abstract,AI.
2023-03-21,4.5,Qurotema,Development,Code,Movement system rework.
2023-03-21,0.5,Kabam,Maintenance,Abstract,Art support.
2023-03-20,5.0,Qurotema,Development,Code,Rendering rework.
2023-03-20,1.0,Jam,Composition,Audio,Composition.
2023-03-20,1.0,Kabam,Maintenance,Abstract,Art support.
2023-03-20,0.5,Kabam,Design,Abstract,Meetings.
2023-03-19,1.0,Study,Research,Abstract,Game design.
2023-03-18,1.0,Jam,Composition,Audio,Composition.
2023-03-17,2.0,Jam,Composition,Audio,Composition.
2023-03-16,1.5,Kabam,Design,Abstract,Meetings.
2023-03-16,0.5,Extension,Photography,Visual,Recording setup.
2023-03-15,1.0,Extension,Development,Code,"Shader development, control script."
2023-03-15,1.0,Kabam,Research,Visual,Look dev R&D.
2023-03-14,0.5,Jam,Research,Audio,Music production.
2023-03-14,2.5,Extension,3D,Visual,"Scene setup, storyboarding, VFX."
2023-03-14,1.0,Extension,Development,Code,Shader development.
2023-03-14,0.5,Kabam,Development,Code,Shader development.
2023-03-14,1.0,Kabam,Research,Visual,Look dev R&D.
2023-03-13,0.5,Kabam,Development,Code,Shader development.
2023-03-13,6.0,Extension,3D,Visual,"Modeling, posing, material production, scene setup, storyboarding."
2023-03-13,1.5,Extension,Development,Code,"Shader development, control script."
2023-03-12,3.0,Study,Research,Abstract,Game design.
2023-03-11,1.5,Extension,Development,Code,Shader development.
2023-03-10,1.0,Study,Research,Abstract,Game design.
2023-03-10,5.0,Extension,Development,Code,Shader development.
2023-03-10,1.0,Extension,Research,Visual,Art research.
2023-03-10,0.5,Kabam,Development,Code,Shader development.
2023-03-09,1.5,Study,Research,Abstract,Game design.
2023-03-09,3.0,Kabam,Development,Code,Shader development.
2023-03-09,2.0,Kabam,Research,Visual,Look dev R&D.
2023-03-09,1.0,Kabam,Research,Visual,Look dev R&D.
